deal No,dummy,dummy,dateTime,The number of Product A bought ,The number of Product B bought 
820,-,-,5/31/2021,14,2
821,-,-,05 January 2021,34,14
822,-,-,05 February 2021,3,1
823,-,-,05 August 2021,0,0
824,-,-,05 September 2021,39,5
825,-,-,5/15/2021,25,14
826,-,-,5/23/2021,52,7
827,-,-,5/24/2021,24,0
828,-,-,5/29/2021,41,3
829,-,-,5/30/2021,84,7
830,-,-,5/31/2021,66,20
831,-,-,05 April 2021,20,14
832,-,-,05 May 2021,0,0
833,-,-,05 November 2021,33,6
834,-,-,05 December 2021,5,1
835,-,-,5/13/2021,11,2
836,-,-,5/14/2021,23,3
837,-,-,5/15/2021,0,0
838,-,-,5/17/2021,7,1
839,-,-,5/18/2021,50,6
840,-,-,5/19/2021,32,5
841,-,-,5/25/2021,3,1
842,-,-,5/26/2021,42,3
843,-,-,5/31/2021,31,2
844,-,-,05 July 2021,64,27
845,-,-,05 August 2021,38,26
846,-,-,5/13/2021,16,5
847,-,-,5/14/2021,40,3
848,-,-,5/24/2021,38,1
849,-,-,5/28/2021,36,7
850,-,-,5/29/2021,19,1
851,-,-,05 February 2021,32,8
852,-,-,05 March 2021,38,1
853,-,-,05 August 2021,1,0
854,-,-,05 September 2021,2,0
855,-,-,5/15/2021,32,2
856,-,-,5/23/2021,7,2
857,-,-,5/24/2021,20,3
858,-,-,05 May 2021,15,2
859,-,-,05 June 2021,45,3
860,-,-,05 December 2021,46,18
861,-,-,5/13/2021,40,9
862,-,-,5/19/2021,30,3
863,-,-,5/20/2021,93,29
864,-,-,5/27/2021,11,3
865,-,-,5/28/2021,15,3
866,-,-,05 January 2021,69,16
867,-,-,05 July 2021,35,4
868,-,-,05 August 2021,53,5
869,-,-,5/14/2021,28,13
870,-,-,5/15/2021,41,3
871,-,-,5/22/2021,11,1
872,-,-,5/23/2021,10,1
873,-,-,5/29/2021,23,23
874,-,-,05 January 2021,4,0
875,-,-,05 August 2021,10,6
876,-,-,05 September 2021,11,3
877,-,-,5/15/2021,17,7
878,-,-,5/22/2021,25,10
879,-,-,5/23/2021,36,10
880,-,-,5/29/2021,38,6
881,-,-,5/30/2021,113,7
882,-,-,05 January 2021,71,8
883,-,-,05 June 2021,34,6
884,-,-,05 July 2021,57,5
885,-,-,5/13/2021,6,2
886,-,-,5/14/2021,0,0
887,-,-,5/20/2021,36,1
888,-,-,5/21/2021,96,5
889,-,-,05 October 2021,42,6
890,-,-,05 November 2021,35,3
891,-,-,05 January 2021,7,3
892,-,-,05 February 2021,52,7
893,-,-,05 October 2021,39,2
894,-,-,5/15/2021,4,1
895,-,-,5/16/2021,5,2
896,-,-,5/23/2021,35,3
897,-,-,5/24/2021,6,1
898,-,-,5/30/2021,72,67
899,-,-,5/31/2021,0,0
900,-,-,05 April 2021,9,0
901,-,-,05 May 2021,10,1
902,-,-,05 June 2021,6,1
903,-,-,05 July 2021,2,1
904,-,-,05 August 2021,11,1
905,-,-,05 September 2021,1,0
906,-,-,05 October 2021,0,0
907,-,-,05 November 2021,25,23
908,-,-,05 December 2021,9,3
909,-,-,5/18/2021,2,1
910,-,-,5/19/2021,11,2
911,-,-,5/20/2021,0,0
912,-,-,5/26/2021,64,9
913,-,-,5/27/2021,33,3
914,-,-,5/21/2021,37,9
915,-,-,5/22/2021,26,5
916,-,-,5/29/2021,33,8
917,-,-,5/30/2021,1,1
918,-,-,05 June 2021,22,2
919,-,-,5/13/2021,2,1
920,-,-,5/14/2021,4,0
921,-,-,05 June 2021,49,43
922,-,-,05 July 2021,45,7
923,-,-,05 December 2021,30,2
924,-,-,5/18/2021,6,2
925,-,-,5/26/2021,26,2
926,-,-,05 May 2021,38,16
927,-,-,05 June 2021,6,1
928,-,-,05 November 2021,53,29
929,-,-,05 December 2021,115,10
930,-,-,5/19/2021,16,7
931,-,-,5/20/2021,46,13
932,-,-,5/26/2021,11,1
933,-,-,5/27/2021,50,8
934,-,-,05 April 2021,58,4
935,-,-,05 May 2021,3,0
936,-,-,05 November 2021,59,9
937,-,-,05 December 2021,77,15
938,-,-,05 April 2021,37,4
939,-,-,05 May 2021,1,0
940,-,-,5/26/2021,20,2
941,-,-,5/27/2021,1,0
942,-,-,05 July 2021,31,7
943,-,-,05 August 2021,60,16
944,-,-,5/14/2021,23,3
945,-,-,5/15/2021,13,0
946,-,-,5/21/2021,2,1
947,-,-,5/22/2021,44,19
948,-,-,5/29/2021,8,1
949,-,-,5/30/2021,11,1
950,-,-,5/30/2021,38,8
951,-,-,5/31/2021,35,23
952,-,-,05 February 2021,61,5
953,-,-,05 March 2021,9,2
954,-,-,5/16/2021,17,15
955,-,-,5/25/2021,3,2
956,-,-,5/26/2021,5,2
957,-,-,5/30/2021,28,24
958,-,-,5/31/2021,3,1
959,-,-,05 February 2021,8,3
960,-,-,05 March 2021,9,3
961,-,-,05 September 2021,23,16
962,-,-,05 October 2021,23,2
963,-,-,5/16/2021,10,8
964,-,-,5/17/2021,0,0
965,-,-,5/25/2021,6,1
966,-,-,5/26/2021,129,8
967,-,-,5/31/2021,24,2
968,-,-,05 June 2021,13,2
969,-,-,05 July 2021,1,0
970,-,-,05 November 2021,35,2
971,-,-,5/18/2021,30,3
972,-,-,5/19/2021,4,0
973,-,-,5/26/2021,9,3
974,-,-,5/27/2021,15,1
975,-,-,05 May 2021,43,5
976,-,-,05 June 2021,71,8
977,-,-,05 November 2021,10,1
978,-,-,05 December 2021,59,6
979,-,-,5/20/2021,20,13
980,-,-,5/21/2021,4,2
981,-,-,5/22/2021,0,0
982,-,-,5/26/2021,13,6
983,-,-,5/27/2021,59,23
984,-,-,05 May 2021,17,2
985,-,-,5/29/2021,7,1
986,-,-,5/30/2021,22,10
987,-,-,5/31/2021,17,3
988,-,-,05 March 2021,28,5
989,-,-,05 April 2021,0,0
990,-,-,05 October 2021,40,4
991,-,-,05 November 2021,0,0
992,-,-,5/17/2021,17,4
993,-,-,5/18/2021,4,0
994,-,-,05 January 2021,13,1
995,-,-,05 December 2021,70,31
996,-,-,5/13/2021,96,127
997,-,-,5/14/2021,4,2
998,-,-,5/23/2021,31,2
999,-,-,5/29/2021,24,3
1000,-,-,5/30/2021,29,5
1001,-,-,05 January 2021,36,4
1002,-,-,05 February 2021,47,10
1003,-,-,05 September 2021,0,0
1004,-,-,05 October 2021,32,7
1005,-,-,05 November 2021,12,5
1006,-,-,5/16/2021,22,8
1007,-,-,5/17/2021,1,0
1008,-,-,5/30/2021,24,10
1009,-,-,05 March 2021,5,0
1010,-,-,05 April 2021,92,20
1011,-,-,05 October 2021,43,3
1012,-,-,05 November 2021,52,3
1013,-,-,05 December 2021,80,8
1014,-,-,5/17/2021,18,3
1015,-,-,5/25/2021,28,6
1016,-,-,5/26/2021,42,13
1017,-,-,5/31/2021,140,12
1018,-,-,05 January 2021,0,0
1019,-,-,05 May 2021,15,17
1020,-,-,5/15/2021,18,0
1021,-,-,5/16/2021,14,0
1022,-,-,5/20/2021,54,2
1023,-,-,5/21/2021,0,0
1024,-,-,5/27/2021,55,5
1025,-,-,5/28/2021,11,2
1026,-,-,05 January 2021,8,2
1027,-,-,05 July 2021,61,6
1028,-,-,05 August 2021,33,3
1029,-,-,5/14/2021,6,1
1030,-,-,5/15/2021,22,16
1031,-,-,5/16/2021,62,35
1032,-,-,5/21/2021,14,2
1033,-,-,5/22/2021,35,5
1034,-,-,5/29/2021,30,1
1035,-,-,05 January 2021,101,6
1036,-,-,05 February 2021,14,1
1037,-,-,05 June 2021,112,16
1038,-,-,05 July 2021,22,2
1039,-,-,5/13/2021,45,4
1040,-,-,5/22/2021,28,5
1041,-,-,5/23/2021,12,1
1042,-,-,05 February 2021,4,1
1043,-,-,05 March 2021,30,1
1044,-,-,05 September 2021,30,7
1045,-,-,05 October 2021,3,1
1046,-,-,05 November 2021,0,0
1047,-,-,05 December 2021,0,0
1048,-,-,5/16/2021,32,1
1049,-,-,5/17/2021,6,0
1050,-,-,5/26/2021,43,2
1051,-,-,5/30/2021,34,4
1052,-,-,5/31/2021,0,0
1053,-,-,05 April 2021,41,25
1054,-,-,05 May 2021,0,0
1055,-,-,5/18/2021,35,8
1056,-,-,5/19/2021,6,2
1057,-,-,5/20/2021,131,40
1058,-,-,5/21/2021,1,1
1059,-,-,5/28/2021,51,7
1060,-,-,5/29/2021,73,9
1061,-,-,05 February 2021,33,25
1062,-,-,05 March 2021,48,12
1063,-,-,05 September 2021,30,12
1064,-,-,5/16/2021,18,3
1065,-,-,5/17/2021,3,2
1066,-,-,5/23/2021,90,6
1067,-,-,5/24/2021,73,5
1068,-,-,5/30/2021,16,7
1069,-,-,5/31/2021,0,0
1070,-,-,05 February 2021,30,4
1071,-,-,05 March 2021,10,4
1072,-,-,05 September 2021,81,11
1073,-,-,05 October 2021,163,14
1074,-,-,05 November 2021,103,10
1075,-,-,5/15/2021,0,0
1076,-,-,5/16/2021,0,0
1077,-,-,5/17/2021,3,1
1078,-,-,5/24/2021,12,1
1079,-,-,5/25/2021,9,1
1080,-,-,5/30/2021,30,5
1081,-,-,05 February 2021,66,18
1082,-,-,05 March 2021,93,21
1083,-,-,05 September 2021,105,9
1084,-,-,05 October 2021,79,8
1085,-,-,05 November 2021,39,6
1086,-,-,05 December 2021,24,1
1087,-,-,5/17/2021,13,1
1088,-,-,5/18/2021,14,2
1089,-,-,5/24/2021,6,1
1090,-,-,5/25/2021,46,4
1091,-,-,5/30/2021,9,3
1092,-,-,5/31/2021,34,5
1093,-,-,05 December 2021,21,2
1094,-,-,5/19/2021,2,0
1095,-,-,5/20/2021,3,2
1096,-,-,5/27/2021,45,3
1097,-,-,5/28/2021,70,5
1098,-,-,05 January 2021,11,6
1099,-,-,05 October 2021,62,4
1100,-,-,5/14/2021,6,1
1101,-,-,5/15/2021,60,7
1102,-,-,5/22/2021,33,3
1103,-,-,5/23/2021,1,0
1104,-,-,5/29/2021,46,2
1105,-,-,5/30/2021,87,8
