deal No,dummy,dummy,dateTime,The number of Product A bought ,The number of Product B bought 
697,-,-,5/27/2021,55 ,15 
698,-,-,5/28/2021,40 ,24 
699,-,-,05 January 2021,12 ,2 
700,-,-,05 February 2021,0 ,0 
701,-,-,05 May 2021,28 ,4 
702,-,-,05 June 2021,17 ,2 
703,-,-,5/13/2021,3 ,1 
704,-,-,5/21/2021,23 ,6 
705,-,-,5/22/2021,1 ,0 
706,-,-,5/28/2021,66 ,4 
707,-,-,5/29/2021,35 ,2 
708,-,-,05 November 2021,9 ,2 
709,-,-,05 December 2021,29 ,4 
710,-,-,5/21/2021,41 ,6 
711,-,-,5/22/2021,151 ,10 
712,-,-,5/26/2021,24 ,2 
713,-,-,5/31/2021,85 ,9 
714,-,-,05 May 2021,118 ,12 
715,-,-,05 June 2021,3 ,0 
716,-,-,5/13/2021,38 ,5 
717,-,-,5/14/2021,171 ,13 
718,-,-,5/19/2021,9 ,2 
719,-,-,5/20/2021,27 ,4 
720,-,-,5/22/2021,0 ,0 
721,-,-,5/27/2021,33 ,6 
722,-,-,5/28/2021,32 ,2 
723,-,-,05 June 2021,9 ,1 
724,-,-,05 July 2021,46 ,6 
725,-,-,5/14/2021,36 ,2 
726,-,-,05 May 2021,16 ,3 
727,-,-,05 June 2021,28 ,5 
728,-,-,05 July 2021,0 ,0 
729,-,-,5/13/2021,47 ,3 
730,-,-,5/14/2021,1 ,0 
731,-,-,05 May 2021,23 ,1 
732,-,-,05 June 2021,13 ,1 
733,-,-,5/14/2021,45 ,12 
734,-,-,5/15/2021,58 ,11 
735,-,-,5/19/2021,0 ,0 
736,-,-,5/20/2021,5 ,1 
737,-,-,5/28/2021,6 ,4 
738,-,-,5/29/2021,5 ,1 
739,-,-,05 January 2021,9 ,2 
740,-,-,05 July 2021,29 ,3 
741,-,-,5/14/2021,18 ,1 
742,-,-,5/15/2021,11 ,0 
743,-,-,5/22/2021,45 ,4 
744,-,-,5/23/2021,0 ,0 
745,-,-,5/29/2021,18 ,14 
746,-,-,5/30/2021,8 ,1 
747,-,-,05 May 2021,8 ,1 
748,-,-,05 June 2021,35 ,3 
749,-,-,05 October 2021,15 ,10 
750,-,-,05 November 2021,0 ,0 
751,-,-,5/16/2021,1 ,0 
752,-,-,5/17/2021,1 ,1 
753,-,-,5/25/2021,37 ,21 
754,-,-,5/26/2021,29 ,13 
755,-,-,5/31/2021,38 ,20 
756,-,-,05 March 2021,61 ,5 
757,-,-,05 May 2021,41 ,7 
758,-,-,05 August 2021,25 ,9 
759,-,-,05 September 2021,31 ,9 
760,-,-,5/16/2021,48 ,6 
761,-,-,5/23/2021,3 ,2 
762,-,-,5/24/2021,6 ,1 
763,-,-,5/29/2021,2 ,0 
764,-,-,5/30/2021,26 ,4 
765,-,-,05 May 2021,4 ,1 
766,-,-,05 June 2021,34 ,6 
767,-,-,5/18/2021,52 ,18 
768,-,-,5/19/2021,32 ,10 
769,-,-,5/20/2021,20 ,2 
770,-,-,5/29/2021,35 ,5 
771,-,-,05 February 2021,34 ,2 
772,-,-,05 March 2021,12 ,1 
773,-,-,05 August 2021,98 ,35 
774,-,-,05 September 2021,1 ,0 
775,-,-,5/18/2021,132 ,9 
776,-,-,5/19/2021,124 ,12 
777,-,-,5/20/2021,105 ,13 
778,-,-,5/21/2021,107 ,11 
779,-,-,5/22/2021,120 ,14 
780,-,-,5/23/2021,74 ,12 
781,-,-,5/24/2021,85 ,17 
782,-,-,5/25/2021,93 ,10 
783,-,-,5/26/2021,41 ,3 
784,-,-,5/28/2021,21 ,4 
785,-,-,5/29/2021,35 ,6 
786,-,-,5/30/2021,92 ,11 
787,-,-,5/31/2021,5 ,1 
788,-,-,05 January 2021,0 ,0 
789,-,-,05 July 2021,7 ,2 
790,-,-,05 August 2021,0 ,0 
791,-,-,5/14/2021,68 ,8 
792,-,-,5/15/2021,2 ,1 
793,-,-,5/21/2021,36 ,11 
794,-,-,5/22/2021,83 ,4 
795,-,-,5/29/2021,19 ,1 
796,-,-,05 April 2021,36 ,4 
797,-,-,05 October 2021,21 ,17 
798,-,-,05 November 2021,32 ,5 
799,-,-,5/20/2021,39 ,6 
800,-,-,5/21/2021,31 ,3 
801,-,-,5/26/2021,9 ,1 
802,-,-,5/27/2021,16 ,3 
803,-,-,5/31/2021,42 ,5 
804,-,-,05 January 2021,48 ,24 
805,-,-,05 February 2021,0 ,0 
806,-,-,5/15/2021,23 ,1 
807,-,-,5/24/2021,27 ,36 
808,-,-,5/25/2021,44 ,15 
809,-,-,5/26/2021,41 ,8 
810,-,-,5/27/2021,12 ,3 
811,-,-,5/30/2021,58 ,9 
812,-,-,05 March 2021,42 ,7 
813,-,-,05 April 2021,4 ,1 
814,-,-,05 October 2021,39 ,4 
815,-,-,5/17/2021,1 ,0 
816,-,-,5/18/2021,35 ,2 
817,-,-,5/19/2021,37 ,5 
818,-,-,5/26/2021,8 ,2 
819,-,-,5/27/2021,17 ,1 
820,-,-,5/31/2021,14 ,2 
821,-,-,05 January 2021,34 ,14 
822,-,-,05 February 2021,3 ,1 
823,-,-,05 August 2021,0 ,0 
824,-,-,05 September 2021,39 ,5 
825,-,-,5/15/2021,25 ,14 
826,-,-,5/23/2021,52 ,7 
827,-,-,5/24/2021,24 ,0 
828,-,-,5/29/2021,41 ,3 
829,-,-,5/30/2021,84 ,7 
830,-,-,5/31/2021,66 ,20 
831,-,-,05 April 2021,20 ,14 
832,-,-,05 May 2021,0 ,0 
833,-,-,05 November 2021,33 ,6 
834,-,-,05 December 2021,5 ,1 
835,-,-,5/13/2021,11 ,2 
836,-,-,5/14/2021,23 ,3 
837,-,-,5/15/2021,0 ,0 
838,-,-,5/17/2021,7 ,1 
839,-,-,5/18/2021,50 ,6 
840,-,-,5/19/2021,32 ,5 
841,-,-,5/25/2021,3 ,1 
842,-,-,5/26/2021,42 ,3 
843,-,-,5/31/2021,31 ,2 
844,-,-,05 July 2021,64 ,27 
845,-,-,05 August 2021,38 ,26 
846,-,-,5/13/2021,16 ,5 
847,-,-,5/14/2021,40 ,3 
848,-,-,5/24/2021,38 ,1 
849,-,-,5/28/2021,36 ,7 
850,-,-,5/29/2021,19 ,1 
851,-,-,05 February 2021,32 ,8 
852,-,-,05 March 2021,38 ,1 
853,-,-,05 August 2021,1 ,0 
854,-,-,05 September 2021,2 ,0 
855,-,-,5/15/2021,32 ,2 
856,-,-,5/23/2021,7 ,2 
857,-,-,5/24/2021,20 ,3 
858,-,-,05 May 2021,15 ,2 
859,-,-,05 June 2021,45 ,3 
860,-,-,05 December 2021,46 ,18 
861,-,-,5/13/2021,40 ,9 
862,-,-,5/19/2021,30 ,3 
863,-,-,5/20/2021,93 ,29 
864,-,-,5/27/2021,11 ,3 
865,-,-,5/28/2021,15 ,3 
866,-,-,05 January 2021,69 ,16 
867,-,-,05 July 2021,35 ,4 
868,-,-,05 August 2021,53 ,5 
869,-,-,5/14/2021,28 ,13 
870,-,-,5/15/2021,41 ,3 
871,-,-,5/22/2021,11 ,1 
872,-,-,5/23/2021,10 ,1 
873,-,-,5/29/2021,23 ,23 
874,-,-,05 January 2021,4 ,0 
875,-,-,05 August 2021,10 ,6 
876,-,-,05 September 2021,11 ,3 
877,-,-,5/15/2021,17 ,7 
878,-,-,5/22/2021,25 ,10 
879,-,-,5/23/2021,36 ,10 
880,-,-,5/29/2021,38 ,6 
881,-,-,5/30/2021,113 ,7 
882,-,-,05 January 2021,71 ,8 
883,-,-,05 June 2021,34 ,6 
884,-,-,05 July 2021,57 ,5 
885,-,-,5/13/2021,6 ,2 
886,-,-,5/14/2021,0 ,0 
887,-,-,5/20/2021,36 ,1 
888,-,-,5/21/2021,96 ,5 
889,-,-,05 October 2021,42 ,6 
890,-,-,05 November 2021,35 ,3 
891,-,-,05 January 2021,7 ,3 
892,-,-,05 February 2021,52 ,7 
893,-,-,05 October 2021,39 ,2 
894,-,-,5/15/2021,4 ,1 
895,-,-,5/16/2021,5 ,2 
896,-,-,5/23/2021,35 ,3 
897,-,-,5/24/2021,6 ,1 
898,-,-,5/30/2021,72 ,67 
899,-,-,5/31/2021,0 ,0 
900,-,-,05 April 2021,9 ,0 
901,-,-,05 May 2021,10 ,1 
902,-,-,05 June 2021,6 ,1 
903,-,-,05 July 2021,2 ,1 
904,-,-,05 August 2021,11 ,1 
905,-,-,05 September 2021,1 ,0 
906,-,-,05 October 2021,0 ,0 
907,-,-,05 November 2021,25 ,23 
908,-,-,05 December 2021,9 ,3 
909,-,-,5/18/2021,2 ,1 
910,-,-,5/19/2021,11 ,2 
911,-,-,5/20/2021,0 ,0 
912,-,-,5/26/2021,64 ,9 
913,-,-,5/27/2021,33 ,3 
914,-,-,5/21/2021,37 ,9 
915,-,-,5/22/2021,26 ,5 
916,-,-,5/29/2021,33 ,8 
917,-,-,5/30/2021,1 ,1 
918,-,-,05 June 2021,22 ,2 
919,-,-,5/13/2021,2 ,1 
920,-,-,5/14/2021,4 ,0 
921,-,-,05 June 2021,49 ,43 
922,-,-,05 July 2021,45 ,7 
923,-,-,05 December 2021,30 ,2 
924,-,-,5/18/2021,6 ,2 
925,-,-,5/26/2021,26 ,2 
926,-,-,05 May 2021,38 ,16 
927,-,-,05 June 2021,6 ,1 
928,-,-,05 November 2021,53 ,29 
929,-,-,05 December 2021,115 ,10 
930,-,-,5/19/2021,16 ,7 
931,-,-,5/20/2021,46 ,13 
932,-,-,5/26/2021,11 ,1 
933,-,-,5/27/2021,50 ,8 
934,-,-,05 April 2021,58 ,4 
935,-,-,05 May 2021,3 ,0 
936,-,-,05 November 2021,59 ,9 
937,-,-,05 December 2021,77 ,15 
938,-,-,05 April 2021,37 ,4 
939,-,-,05 May 2021,1 ,0 
940,-,-,5/26/2021,20 ,2 
941,-,-,5/27/2021,1 ,0 
942,-,-,05 July 2021,31 ,7 
943,-,-,05 August 2021,60 ,16 
944,-,-,5/14/2021,23 ,3 
945,-,-,5/15/2021,13 ,0 
946,-,-,5/21/2021,2 ,1 
947,-,-,5/22/2021,44 ,19 
948,-,-,5/29/2021,8 ,1 
949,-,-,5/30/2021,11 ,1 
950,-,-,5/30/2021,38 ,8 
951,-,-,5/31/2021,35 ,23 
952,-,-,05 February 2021,61 ,5 
953,-,-,05 March 2021,9 ,2 
954,-,-,5/16/2021,17 ,15 
955,-,-,5/25/2021,3 ,2 
956,-,-,5/26/2021,5 ,2 
957,-,-,5/30/2021,28 ,24 
958,-,-,5/31/2021,3 ,1 
959,-,-,05 February 2021,8 ,3 
960,-,-,05 March 2021,9 ,3 
961,-,-,05 September 2021,23 ,16 
962,-,-,05 October 2021,23 ,2 
963,-,-,5/16/2021,10 ,8 
964,-,-,5/17/2021,0 ,0 
965,-,-,5/25/2021,6 ,1 
966,-,-,5/26/2021,129 ,8 
967,-,-,5/31/2021,24 ,2 
968,-,-,05 June 2021,13 ,2 
969,-,-,05 July 2021,1 ,0 
970,-,-,05 November 2021,35 ,2 
971,-,-,5/18/2021,30 ,3 
972,-,-,5/19/2021,4 ,0 
973,-,-,5/26/2021,9 ,3 
974,-,-,5/27/2021,15 ,1 
975,-,-,05 May 2021,43 ,5 
976,-,-,05 June 2021,71 ,8 
977,-,-,05 November 2021,10 ,1 
978,-,-,05 December 2021,59 ,6 
979,-,-,5/20/2021,20 ,13 
980,-,-,5/21/2021,4 ,2 
981,-,-,5/22/2021,0 ,0 
982,-,-,5/26/2021,13 ,6 
983,-,-,5/27/2021,59 ,23 
984,-,-,05 May 2021,17 ,2 
985,-,-,5/29/2021,7 ,1 
986,-,-,5/30/2021,22 ,10 
987,-,-,5/31/2021,17 ,3 
988,-,-,05 March 2021,28 ,5 
989,-,-,05 April 2021,0 ,0 
990,-,-,05 October 2021,40 ,4 
991,-,-,05 November 2021,0 ,0 
992,-,-,5/17/2021,17 ,4 
993,-,-,5/18/2021,4 ,0 
994,-,-,05 January 2021,13 ,1 
995,-,-,05 December 2021,70 ,31 
996,-,-,5/13/2021,96 ,127 
997,-,-,5/14/2021,4 ,2 
998,-,-,5/23/2021,31 ,2 
999,-,-,5/29/2021,24 ,3 
1000,-,-,5/30/2021,29 ,5 
1001,-,-,05 January 2021,36 ,4 
1002,-,-,05 February 2021,47 ,10 
1003,-,-,05 September 2021,0 ,0 
1004,-,-,05 October 2021,32 ,7 
1005,-,-,05 November 2021,12 ,5 
1006,-,-,5/16/2021,22 ,8 
1007,-,-,5/17/2021,1 ,0 
1008,-,-,5/30/2021,24 ,10 
1009,-,-,05 March 2021,5 ,0 
1010,-,-,05 April 2021,92 ,20 
1011,-,-,05 October 2021,43 ,3 
1012,-,-,05 November 2021,52 ,3 
1013,-,-,05 December 2021,80 ,8 
1014,-,-,5/17/2021,18 ,3 
1015,-,-,5/25/2021,28 ,6 
1016,-,-,5/26/2021,42 ,13 
1017,-,-,5/31/2021,140 ,12 
1018,-,-,05 January 2021,0 ,0 
1019,-,-,05 May 2021,15 ,17 
1020,-,-,5/15/2021,18 ,0 
1021,-,-,5/16/2021,14 ,0 
1022,-,-,5/20/2021,54 ,2 
1023,-,-,5/21/2021,0 ,0 
1024,-,-,5/27/2021,55 ,5 
1025,-,-,5/28/2021,11 ,2 
1026,-,-,05 January 2021,8 ,2 
1027,-,-,05 July 2021,61 ,6 
1028,-,-,05 August 2021,33 ,3 
1029,-,-,5/14/2021,6 ,1 
1030,-,-,5/15/2021,22 ,16 
1031,-,-,5/16/2021,62 ,35 
1032,-,-,5/21/2021,14 ,2 
1033,-,-,5/22/2021,35 ,5 
1034,-,-,5/29/2021,30 ,1 
1035,-,-,05 January 2021,101 ,6 
1036,-,-,05 February 2021,14 ,1 
1037,-,-,05 June 2021,112 ,16 
1038,-,-,05 July 2021,22 ,2 
1039,-,-,5/13/2021,45 ,4 
1040,-,-,5/22/2021,28 ,5 
1041,-,-,5/23/2021,12 ,1 
1042,-,-,05 February 2021,4 ,1 
1043,-,-,05 March 2021,30 ,1 
1044,-,-,05 September 2021,30 ,7 
1045,-,-,05 October 2021,3 ,1 
1046,-,-,05 November 2021,0 ,0 
1047,-,-,05 December 2021,0 ,0 
1048,-,-,5/16/2021,32 ,1 
1049,-,-,5/17/2021,6 ,0 
1050,-,-,5/26/2021,43 ,2 
1051,-,-,5/30/2021,34 ,4 
1052,-,-,5/31/2021,0 ,0 
1053,-,-,05 April 2021,41 ,25 
1054,-,-,05 May 2021,0 ,0 
1055,-,-,5/18/2021,35 ,8 
1056,-,-,5/19/2021,6 ,2 
1057,-,-,5/20/2021,131 ,40 
1058,-,-,5/21/2021,1 ,1 
1059,-,-,5/28/2021,51 ,7 
1060,-,-,5/29/2021,73 ,9 
1061,-,-,05 February 2021,33 ,25 
1062,-,-,05 March 2021,48 ,12 
1063,-,-,05 September 2021,30 ,12 
1064,-,-,5/16/2021,18 ,3 
1065,-,-,5/17/2021,3 ,2 
1066,-,-,5/23/2021,90 ,6 
1067,-,-,5/24/2021,73 ,5 
1068,-,-,5/30/2021,16 ,7 
1069,-,-,5/31/2021,0 ,0 
1070,-,-,05 February 2021,30 ,4 
1071,-,-,05 March 2021,10 ,4 
1072,-,-,05 September 2021,81 ,11 
1073,-,-,05 October 2021,163 ,14 
1074,-,-,05 November 2021,103 ,10 
1075,-,-,5/15/2021,0 ,0 
1076,-,-,5/16/2021,0 ,0 
1077,-,-,5/17/2021,3 ,1 
1078,-,-,5/24/2021,12 ,1 
1079,-,-,5/25/2021,9 ,1 
1080,-,-,5/30/2021,30 ,5 
1081,-,-,05 February 2021,66 ,18 
1082,-,-,05 March 2021,93 ,21 
1083,-,-,05 September 2021,105 ,9 
1084,-,-,05 October 2021,79 ,8 
1085,-,-,05 November 2021,39 ,6 
1086,-,-,05 December 2021,24 ,1 
1087,-,-,5/17/2021,13 ,1 
1088,-,-,5/18/2021,14 ,2 
1089,-,-,5/24/2021,6 ,1 
1090,-,-,5/25/2021,46 ,4 
1091,-,-,5/30/2021,9 ,3 
1092,-,-,5/31/2021,34 ,5 
1093,-,-,05 December 2021,21 ,2 
1094,-,-,5/19/2021,2 ,0 
1095,-,-,5/20/2021,3 ,2 
1096,-,-,5/27/2021,45 ,3 
1097,-,-,5/28/2021,70 ,5 
1098,-,-,05 January 2021,11 ,6 
1099,-,-,05 October 2021,62 ,4 
1100,-,-,5/14/2021,6 ,1 
1101,-,-,5/15/2021,60 ,7 
1102,-,-,5/22/2021,33 ,3 
1103,-,-,5/23/2021,1 ,0 
1104,-,-,5/29/2021,46 ,2 
1105,-,-,5/30/2021,87 ,8 
1106,-,-,05 May 2021,50 ,4 
1107,-,-,05 June 2021,52 ,5 
1108,-,-,05 July 2021,54 ,5 
1109,-,-,05 December 2021,56 ,5 
1110,-,-,5/13/2021,58 ,5 
1111,-,-,5/14/2021,60 ,5 
1112,-,-,5/15/2021,63 ,5 
1113,-,-,5/16/2021,65 ,5 
1114,-,-,5/18/2021,67 ,5 
1115,-,-,5/19/2021,69 ,6 
1116,-,-,5/20/2021,71 ,6 
1117,-,-,5/21/2021,73 ,6 
1118,-,-,5/22/2021,75 ,6 
1119,-,-,5/23/2021,77 ,6 
1120,-,-,5/29/2021,79 ,6 
1121,-,-,5/30/2021,81 ,6 
1122,-,-,05 January 2021,83 ,7 
1123,-,-,05 February 2021,85 ,7 
1124,-,-,05 August 2021,87 ,7 
1125,-,-,05 September 2021,89 ,7 
1126,-,-,5/15/2021,91 ,7 
1127,-,-,5/16/2021,93 ,7 
1128,-,-,5/23/2021,95 ,7 
1129,-,-,5/24/2021,97 ,7 
1130,-,-,5/30/2021,99 ,8 
1131,-,-,5/21/2021,101 ,8 
1132,-,-,5/22/2021,103 ,8 
1133,-,-,5/28/2021,105 ,8 
1134,-,-,5/29/2021,107 ,8 
1135,-,-,05 February 2021,109 ,8 
1136,-,-,05 March 2021,111 ,8 
1137,-,-,05 August 2021,113 ,9 
1138,-,-,05 September 2021,115 ,9 
1139,-,-,5/15/2021,117 ,9 
1140,-,-,5/16/2021,119 ,9 
1141,-,-,5/23/2021,122 ,9 
1142,-,-,5/24/2021,124 ,9 
1143,-,-,5/30/2021,126 ,9 
1144,-,-,5/31/2021,128 ,9 
1145,-,-,05 June 2021,130 ,10 
1146,-,-,05 July 2021,132 ,10 
1147,-,-,5/13/2021,134 ,10 
1148,-,-,5/14/2021,136 ,10 
1149,-,-,5/20/2021,138 ,10 
1150,-,-,5/21/2021,140 ,10 
1151,-,-,5/30/2021,142 ,10 
1152,-,-,5/31/2021,144 ,10 
1153,-,-,05 January 2021,146 ,11 
1154,-,-,05 September 2021,148 ,11 
1155,-,-,5/16/2021,150 ,11 
1156,-,-,5/17/2021,152 ,11 
1157,-,-,5/23/2021,154 ,11 
1158,-,-,5/30/2021,156 ,11 
1159,-,-,5/31/2021,158 ,11 
1160,-,-,05 March 2021,160 ,12 
1161,-,-,05 April 2021,162 ,12 
1162,-,-,05 May 2021,164 ,12 
1163,-,-,05 October 2021,166 ,12 
1164,-,-,05 November 2021,168 ,12 
1165,-,-,5/24/2021,170 ,12 
1166,-,-,5/27/2021,172 ,12 
1167,-,-,5/28/2021,174 ,12 
1168,-,-,05 April 2021,176 ,13 
1169,-,-,05 July 2021,179 ,13 
1170,-,-,05 August 2021,181 ,13 
1171,-,-,05 December 2021,183 ,13 
1172,-,-,5/13/2021,185 ,13 
1173,-,-,05 March 2021,187 ,13 
1174,-,-,05 April 2021,189 ,13 
1175,-,-,05 December 2021,191 ,14 
1176,-,-,5/13/2021,193 ,14 
1177,-,-,5/18/2021,195 ,14 
1178,-,-,5/19/2021,197 ,14 
1179,-,-,5/27/2021,199 ,14 
1180,-,-,5/28/2021,201 ,14 
1181,-,-,5/31/2021,203 ,14 
1182,-,-,05 February 2021,205 ,14 
1183,-,-,05 March 2021,207 ,15 
1184,-,-,05 April 2021,209 ,15 
1185,-,-,05 November 2021,211 ,15 
1186,-,-,05 December 2021,213 ,15 
1187,-,-,5/15/2021,215 ,15 
1188,-,-,5/16/2021,217 ,15 
1189,-,-,5/24/2021,219 ,15 
1190,-,-,5/25/2021,221 ,15 
1191,-,-,5/26/2021,223 ,16 
1192,-,-,5/27/2021,225 ,16 
1193,-,-,5/31/2021,227 ,16 
1194,-,-,05 February 2021,229 ,16 
1195,-,-,05 March 2021,231 ,16 
1196,-,-,05 October 2021,233 ,16 
1197,-,-,5/17/2021,235 ,16 
1198,-,-,5/18/2021,238 ,17 
1199,-,-,5/24/2021,240 ,17 
1200,-,-,5/25/2021,242 ,17 
1201,-,-,5/30/2021,244 ,17 
1202,-,-,5/31/2021,246 ,17 
1203,-,-,05 March 2021,248 ,17 
1204,-,-,05 April 2021,250 ,17 
1205,-,-,05 September 2021,252 ,17 
1206,-,-,05 October 2021,254 ,18 
1207,-,-,5/16/2021,256 ,18 
1208,-,-,5/27/2021,258 ,18 
1209,-,-,5/28/2021,260 ,18 
1210,-,-,05 February 2021,262 ,18 
1211,-,-,05 September 2021,264 ,18 
1212,-,-,05 October 2021,266 ,18 
1213,-,-,05 November 2021,268 ,19 
1214,-,-,05 December 2021,270 ,19 
1215,-,-,5/26/2021,272 ,19 
1216,-,-,05 March 2021,274 ,19 
1217,-,-,05 April 2021,276 ,19 
1218,-,-,05 May 2021,278 ,19 
1219,-,-,5/31/2021,280 ,19 
1220,-,-,05 April 2021,282 ,19 
1221,-,-,05 May 2021,284 ,20 
1222,-,-,5/19/2021,286 ,20 
1223,-,-,5/20/2021,288 ,20 
1224,-,-,5/27/2021,290 ,20 
1225,-,-,05 April 2021,292 ,20 
1226,-,-,05 May 2021,295 ,20 
1227,-,-,05 November 2021,297 ,20 
1228,-,-,05 December 2021,299 ,20 
1229,-,-,5/18/2021,301 ,21 
1230,-,-,5/19/2021,303 ,21 
1231,-,-,5/26/2021,305 ,21 
1232,-,-,5/27/2021,307 ,21 
1233,-,-,5/16/2021,309 ,21 
1234,-,-,5/17/2021,311 ,21 
1235,-,-,5/18/2021,313 ,21 
1236,-,-,5/19/2021,315 ,22 
1237,-,-,5/26/2021,317 ,22 
1238,-,-,5/27/2021,319 ,22 
1239,-,-,05 May 2021,321 ,22 
1240,-,-,5/17/2021,323 ,22 
1241,-,-,5/18/2021,325 ,22 
1242,-,-,5/25/2021,327 ,22 
1243,-,-,5/26/2021,329 ,22 
1244,-,-,05 March 2021,331 ,23 
1245,-,-,05 April 2021,333 ,23 
1246,-,-,05 November 2021,335 ,23 
1247,-,-,05 December 2021,337 ,23 
1248,-,-,5/17/2021,339 ,23 
1249,-,-,5/18/2021,341 ,23 
1250,-,-,5/25/2021,343 ,23 
1251,-,-,5/31/2021,345 ,24 
1252,-,-,05 January 2021,347 ,24 
1253,-,-,05 September 2021,349 ,24 
1254,-,-,05 October 2021,351 ,24 
1255,-,-,05 November 2021,354 ,24 
1256,-,-,05 December 2021,356 ,24 
1257,-,-,5/14/2021,358 ,24 
1258,-,-,5/15/2021,360 ,24 
1259,-,-,5/22/2021,362 ,25 
1260,-,-,5/23/2021,364 ,25 
1261,-,-,5/29/2021,366 ,25 
1262,-,-,5/30/2021,368 ,25 
1263,-,-,05 February 2021,370 ,25 
1264,-,-,05 March 2021,372 ,25 
1265,-,-,5/18/2021,374 ,25 
1266,-,-,5/19/2021,376 ,25 
1267,-,-,5/20/2021,378 ,26 
1268,-,-,5/21/2021,380 ,26 
1269,-,-,5/23/2021,382 ,26 
1270,-,-,5/24/2021,384 ,26 
1271,-,-,5/30/2021,386 ,26 
1272,-,-,5/31/2021,388 ,26 
1273,-,-,05 March 2021,390 ,26 
1274,-,-,05 April 2021,392 ,27 
1275,-,-,05 October 2021,394 ,27 
1276,-,-,05 November 2021,396 ,27 
1277,-,-,5/16/2021,398 ,27 
1278,-,-,5/17/2021,400 ,27 
1279,-,-,5/26/2021,402 ,27 
1280,-,-,5/27/2021,404 ,27 
1281,-,-,5/31/2021,406 ,27 
1282,-,-,5/30/2021,408 ,28 
1283,-,-,5/31/2021,411 ,28 
1284,-,-,05 June 2021,413 ,28 
1285,-,-,5/15/2021,415 ,28 
1286,-,-,5/16/2021,417 ,28 
1287,-,-,5/20/2021,419 ,28 
1288,-,-,5/21/2021,421 ,28 
1289,-,-,5/28/2021,423 ,28 
1290,-,-,5/29/2021,425 ,29 
1291,-,-,5/18/2021,427 ,29 
1292,-,-,5/19/2021,429 ,29 
1293,-,-,5/20/2021,431 ,29 
1294,-,-,5/25/2021,433 ,29 
1295,-,-,5/26/2021,435 ,29 
1296,-,-,05 January 2021,437 ,29 
1297,-,-,05 August 2021,439 ,30 
1298,-,-,05 September 2021,441 ,30 
1299,-,-,5/16/2021,443 ,30 
1300,-,-,5/17/2021,445 ,30 
1301,-,-,5/22/2021,447 ,30 
1302,-,-,5/23/2021,449 ,30 
1303,-,-,5/30/2021,451 ,30 
1304,-,-,5/19/2021,453 ,30 
1305,-,-,5/20/2021,455 ,31 
1306,-,-,5/31/2021,457 ,31 
1307,-,-,05 May 2021,459 ,31 
1308,-,-,05 June 2021,461 ,31 
1309,-,-,05 July 2021,463 ,31 
1310,-,-,5/13/2021,465 ,31 
1311,-,-,5/14/2021,467 ,31 
1312,-,-,5/20/2021,470 ,32 
1313,-,-,5/21/2021,472 ,32 
1314,-,-,05 June 2021,474 ,32 
1315,-,-,05 July 2021,476 ,32 
1316,-,-,05 August 2021,478 ,32 
1317,-,-,5/13/2021,480 ,32 
1318,-,-,5/14/2021,482 ,32 
1319,-,-,5/22/2021,484 ,32 
1320,-,-,5/28/2021,486 ,33 
1321,-,-,5/29/2021,488 ,33 
1322,-,-,05 January 2021,490 ,33 
1323,-,-,05 February 2021,492 ,33 
1324,-,-,05 August 2021,494 ,33 
1325,-,-,05 September 2021,496 ,33 
1326,-,-,5/14/2021,498 ,33 
1327,-,-,5/15/2021,500 ,34 
1328,-,-,5/22/2021,502 ,34 
1329,-,-,5/23/2021,504 ,34 
1330,-,-,5/14/2021,506 ,34 
1331,-,-,5/15/2021,508 ,34 
1332,-,-,5/21/2021,510 ,34 
1333,-,-,5/22/2021,512 ,34 
1334,-,-,05 April 2021,514 ,34 
1335,-,-,05 May 2021,516 ,35 
1336,-,-,05 June 2021,518 ,35 
1337,-,-,05 July 2021,520 ,35 
1338,-,-,05 August 2021,522 ,35 
1339,-,-,5/14/2021,524 ,35 
1340,-,-,5/15/2021,527 ,35 
1341,-,-,5/22/2021,529 ,35 
1342,-,-,5/23/2021,531 ,35 
1343,-,-,5/31/2021,533 ,36 
1344,-,-,05 October 2021,535 ,36 
1345,-,-,05 December 2021,537 ,36 
1346,-,-,5/27/2021,539 ,36 
1347,-,-,5/28/2021,541 ,36 
1348,-,-,5/17/2021,543 ,36 
1349,-,-,5/22/2021,545 ,36 
1350,-,-,05 January 2021,547 ,37 
1351,-,-,05 February 2021,549 ,37 
1352,-,-,05 August 2021,551 ,37 
1353,-,-,05 September 2021,553 ,37 
1354,-,-,5/15/2021,555 ,37 
1355,-,-,5/16/2021,557 ,37 
1356,-,-,5/17/2021,559 ,37 
1357,-,-,5/23/2021,561 ,37 
1358,-,-,5/24/2021,563 ,38 
1359,-,-,5/30/2021,565 ,38 
1360,-,-,05 January 2021,567 ,38 
1361,-,-,05 May 2021,569 ,38 
1362,-,-,05 December 2021,571 ,38 
1363,-,-,5/13/2021,573 ,38 
1364,-,-,05 January 2021,575 ,38 
1365,-,-,05 September 2021,577 ,38 
1366,-,-,05 October 2021,579 ,39 
1367,-,-,5/15/2021,581 ,39 
1368,-,-,5/16/2021,583 ,39 
1369,-,-,5/17/2021,586 ,39 
1370,-,-,5/18/2021,588 ,39 
1371,-,-,5/22/2021,590 ,39 
1372,-,-,5/23/2021,592 ,39 
1373,-,-,5/29/2021,594 ,40 
1374,-,-,5/30/2021,596 ,40 
1375,-,-,05 January 2021,598 ,40 
